bucket,strategy,universe,signal_type,source,ticker,name,sector,current_rank,best_intraday_rank,rank_change,previous_date,previous_day_rank,day_rank_change,top100_day_streak,intraday_top_count,latest_price,source_score,stability_score,note,source_file
盘中候选,Early,Nasdaq 200,4小时,Early · Nasdaq 200 · 4小时,COST,Costco,Consumer Staples,1,1,0,2026-08-21,68,-67,21,2,967.72998,93.18,99.3,盘中候选，等待收盘确认；跨日连续Top100 21天,early-nasdaq200-4h-signal-ranking.csv
盘中候选,Aster Research,Deep v3 Daily CNN 确认层,Aster,Aster Research · Deep v3 Daily CNN 确认层,COP,ConocoPhillips,Energy,1,1,0,2026-08-21,1,0,21,2,115.665001,81.27,98.3,盘中候选，等待收盘确认；跨日连续Top100 21天,aster-deep-v3-daily-cnn-ranking.csv
盘中候选,Aster Research,Deep v4 Shape Embedding 确认层,Aster,Aster Research · Deep v4 Shape Embedding 确认层,COP,ConocoPhillips,Energy,1,1,0,2026-08-21,1,0,21,2,115.665001,81.27,98.3,盘中候选，等待收盘确认；跨日连续Top100 21天,aster-deep-v4-shape-embedding-ranking.csv
盘中候选,Aster Research,Deep v3 Daily CNN 确认层,Aster,Aster Research · Deep v3 Daily CNN 确认层,MUR,MURPHY OIL CORP,Energy,2,2,0,2026-08-21,2,0,21,2,36.825001,81.11,97.9,盘中候选，等待收盘确认；跨日连续Top100 21天,aster-deep-v3-daily-cnn-ranking.csv
盘中候选,Aster Research,Deep v4 Shape Embedding 确认层,Aster,Aster Research · Deep v4 Shape Embedding 确认层,MUR,MURPHY OIL CORP,Energy,2,2,0,2026-08-21,2,0,21,2,36.825001,81.11,97.9,盘中候选，等待收盘确认；跨日连续Top100 21天,aster-deep-v4-shape-embedding-ranking.csv
盘中候选,Aster Research,Deep v3 Daily CNN 确认层,Aster,Aster Research · Deep v3 Daily CNN 确认层,FIVE,"Five Below, Inc. - Common Stock",,3,3,0,2026-08-21,3,0,21,2,204.139999,81.05,97.6,盘中候选，等待收盘确认；跨日连续Top100 21天,aster-deep-v3-daily-cnn-ranking.csv
盘中候选,Aster Research,Deep v4 Shape Embedding 确认层,Aster,Aster Research · Deep v4 Shape Embedding 确认层,FIVE,"Five Below, Inc. - Common Stock",,3,3,0,2026-08-21,3,0,21,2,204.139999,81.05,97.6,盘中候选，等待收盘确认；跨日连续Top100 21天,aster-deep-v4-shape-embedding-ranking.csv
盘中候选,Aster Research,Deep v3 Daily CNN 确认层,Aster,Aster Research · Deep v3 Daily CNN 确认层,CLW,CLEARWATER PAPER CORP,Materials,4,4,0,2026-08-21,4,0,21,2,16.424999,79.3,97.1,盘中候选，等待收盘确认；跨日连续Top100 21天,aster-deep-v3-daily-cnn-ranking.csv
盘中候选,Aster Research,Deep v4 Shape Embedding 确认层,Aster,Aster Research · Deep v4 Shape Embedding 确认层,CLW,CLEARWATER PAPER CORP,Materials,4,4,0,2026-08-21,4,0,21,2,16.424999,79.3,97.1,盘中候选，等待收盘确认；跨日连续Top100 21天,aster-deep-v4-shape-embedding-ranking.csv
盘中候选,Aster Research,Deep v3 Daily CNN 确认层,Aster,Aster Research · Deep v3 Daily CNN 确认层,AIR,AAR CORP,Industrials,5,5,0,2026-08-21,5,0,21,2,135.850006,79.06,96.7,盘中候选，等待收盘确认；跨日连续Top100 21天,aster-deep-v3-daily-cnn-ranking.csv
盘中候选,Aster Research,Deep v4 Shape Embedding 确认层,Aster,Aster Research · Deep v4 Shape Embedding 确认层,AIR,AAR CORP,Industrials,5,5,0,2026-08-21,5,0,21,2,135.850006,79.06,96.7,盘中候选，等待收盘确认；跨日连续Top100 21天,aster-deep-v4-shape-embedding-ranking.csv
盘中候选,Aster Research,Deep v3 Daily CNN 确认层,Aster,Aster Research · Deep v3 Daily CNN 确认层,GCO,GENESCO INC,Consumer Discretionary,6,6,0,2026-08-21,6,0,21,2,37.150002,78.98,96.3,盘中候选，等待收盘确认；跨日连续Top100 21天,aster-deep-v3-daily-cnn-ranking.csv
