buy_date,latest_date,strategy,universe,ticker,name,sector,original_rank,current_rank,return,buy_close,latest_close,selection_reason,signal_reason
2026-09-04,2026-09-04,Early,S&P 500,MS,Morgan Stanley,Financials,1,1,0.00000000,217.705002,217.705002,4H当日前50,4H EMA9/26 最近金叉且价格在 EMA50 上方；4H MACD 位于 Signal 上方；4H MACD 柱体连续扩张；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,S&P 500,PG,Procter & Gamble,Consumer Staples,2,2,0.00000000,146.449997,146.449997,4H当日前50,4H EMA9 已站上 EMA26，等待 26/50 确认；4H MACD 位于 Signal 上方；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,S&P 500,C,Citigroup,Financials,3,3,0.00000000,137.729996,137.729996,4H当日前50,4H EMA9 已站上 EMA26，等待 26/50 确认；4H MACD 位于 Signal 上方；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,S&P 500,CI,Cigna,Health Care,4,4,0.00000000,282.519989,282.519989,4H当日前50,4H EMA9 已站上 EMA26，等待 26/50 确认；4H MACD 位于 Signal 上方；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,S&P 500,QCOM,Qualcomm,Information Technology,5,5,0.00000000,168.740005,168.740005,4H当日前50,4H EMA9 已站上 EMA26，等待 26/50 确认；4H MACD 位于 Signal 上方；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,S&P 500,ZBRA,Zebra Technologies,Information Technology,6,6,0.00000000,362.739990,362.739990,4H当日前50,4H EMA9/26 最近金叉且价格在 EMA50 上方；4H MACD 刚金叉但仍需零轴确认；4H MACD 柱体连续扩张；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,S&P 500,GM,General Motors,Consumer Discretionary,7,7,0.00000000,87.730003,87.730003,4H当日前50,4H EMA9/26 最近金叉且价格在 EMA50 上方；4H MACD 刚金叉但仍需零轴确认；4H MACD 柱体连续扩张；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,S&P 500,PRU,Prudential Financial,Financials,8,8,0.00000000,122.025002,122.025002,4H当日前50,4H EMA9/26 最近金叉且价格在 EMA50 上方；4H MACD 位于 Signal 上方；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,S&P 500,SYF,Synchrony Financial,Financials,9,9,0.00000000,79.919998,79.919998,4H当日前50,4H EMA9/26 最近金叉且价格在 EMA50 上方；4H MACD 刚金叉但仍需零轴确认；4H MACD 柱体连续扩张；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,S&P 500,KR,Kroger,Consumer Staples,10,10,0.00000000,58.570000,58.570000,4H当日前50,4H EMA 多头排列已连续维持；4H MACD 位于 Signal 上方；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,S&P 500,TRV,Travelers Companies (The),Financials,11,11,0.00000000,369.329987,369.329987,4H当日前50,4H EMA9/26 最近金叉且价格在 EMA50 上方；4H MACD 位于 Signal 上方；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,S&P 500,TSCO,Tractor Supply,Consumer Discretionary,12,12,0.00000000,34.990002,34.990002,4H当日前50,4H EMA9/26 最近金叉且价格在 EMA50 上方；4H MACD 柱体连续扩张；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,S&P 500,ORCL,Oracle Corporation,Information Technology,13,13,0.00000000,158.830002,158.830002,4H当日前50,4H EMA 多头排列已连续维持；4H MACD 位于 Signal 上方；4H MACD 柱体连续扩张；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,S&P 500,BEN,Franklin Resources,Financials,14,14,0.00000000,34.740002,34.740002,4H当日前50,4H MACD 刚金叉但仍需零轴确认；4H MACD 柱体连续扩张；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,S&P 500,MET,MetLife,Financials,15,15,0.00000000,97.610001,97.610001,4H当日前50,4H EMA 多头排列已连续维持；4H MACD 位于 Signal 上方；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,S&P 500,AMP,Ameriprise Financial,Financials,16,16,0.00000000,560.450012,560.450012,4H当日前50,4H EMA 多头排列已连续维持；4H MACD 刚金叉但仍需零轴确认；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,S&P 500,F,Ford Motor Company,Consumer Discretionary,17,17,0.00000000,14.620000,14.620000,4H当日前50,4H MACD 位于 Signal 上方；4H MACD 柱体连续扩张；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,S&P 500,COF,Capital One,Financials,18,18,0.00000000,219.550003,219.550003,4H当日前50,4H EMA 多头排列已连续维持；4H MACD 位于 Signal 上方；4H MACD 柱体连续扩张；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,S&P 500,JPM,JPMorgan Chase,Financials,19,19,0.00000000,358.609985,358.609985,4H当日前50,4H EMA 多头排列已连续维持；4H MACD 位于 Signal 上方；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,S&P 500,AES,AES Corporation,Utilities,20,20,0.00000000,14.790100,14.790100,4H当日前50,4H EMA 多头排列已连续维持；4H MACD 位于 Signal 上方；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,S&P 500,BG,Bunge Global,Consumer Staples,21,21,0.00000000,118.699997,118.699997,4H当日前50,4H MACD 位于 Signal 上方；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,S&P 500,APH,Amphenol,Information Technology,22,22,0.00000000,82.739998,82.739998,4H当日前50,4H EMA9/26 最近金叉且价格在 EMA50 上方；4H MACD 位于 Signal 上方；4H MACD 柱体连续扩张；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,S&P 500,RJF,Raymond James Financial,Financials,23,23,0.00000000,178.300003,178.300003,4H当日前50,4H EMA 多头排列已连续维持；4H MACD 位于 Signal 上方；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,S&P 500,BAC,Bank of America,Financials,24,24,0.00000000,62.685001,62.685001,4H当日前50,4H EMA 多头排列已连续维持；4H MACD 位于 Signal 上方；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,S&P 500,DLTR,Dollar Tree,Consumer Staples,25,25,0.00000000,131.419998,131.419998,4H当日前50,4H EMA 多头排列已连续维持；4H MACD 位于 Signal 上方；4H MACD 柱体连续扩张；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,S&P 500,META,Meta Platforms,Communication Services,26,26,0.00000000,616.770020,616.770020,4H当日前50,4H MACD 位于 Signal 上方
2026-09-04,2026-09-04,Early,S&P 500,MO,Altria,Consumer Staples,27,27,0.00000000,68.869904,68.869904,4H当日前50,4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,S&P 500,SBAC,SBA Communications,Real Estate,28,28,0.00000000,189.440002,189.440002,4H当日前50,4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,S&P 500,VRSN,Verisign,Information Technology,29,29,0.00000000,292.079987,292.079987,4H当日前50,4H EMA 多头排列已连续维持；4H MACD 柱体连续扩张；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,S&P 500,STT,State Street Corporation,Financials,30,30,0.00000000,194.250504,194.250504,4H当日前50,4H EMA 多头排列已连续维持；4H MACD 零轴上方刚金叉；4H MACD 柱体连续扩张；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,S&P 500,TEL,TE Connectivity,Information Technology,31,31,0.00000000,208.589996,208.589996,4H当日前50,4H EMA9/26 最近金叉且价格在 EMA50 上方；4H MACD 位于 Signal 上方；4H MACD 柱体连续扩张；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,S&P 500,ELV,Elevance Health,Health Care,32,32,0.00000000,407.500000,407.500000,4H当日前50,4H EMA 多头排列已连续维持；4H MACD 位于 Signal 上方；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,S&P 500,BNY,BNY Mellon,Financials,33,33,0.00000000,164.850006,164.850006,4H当日前50,4H EMA 多头排列已连续维持；4H MACD 零轴上方刚金叉；4H MACD 柱体连续扩张；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,S&P 500,NUE,Nucor,Materials,34,34,0.00000000,261.010010,261.010010,4H当日前50,4H EMA 多头排列已连续维持；4H MACD 位于 Signal 上方；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,S&P 500,TECH,Bio-Techne,Health Care,35,35,0.00000000,72.430000,72.430000,4H当日前50,4H EMA 多头排列已连续维持；4H MACD 柱体连续扩张；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,S&P 500,TFC,Truist Financial,Financials,36,36,0.00000000,51.645000,51.645000,4H当日前50,4H EMA9/26 最近金叉且价格在 EMA50 上方；4H MACD 位于 Signal 上方；4H MACD 柱体连续扩张；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,S&P 500,XYZ,"Block, Inc.",Financials,37,37,0.00000000,82.739998,82.739998,4H当日前50,4H EMA 多头排列已连续维持；4H MACD 零轴上方刚金叉；4H MACD 柱体连续扩张；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,S&P 500,VTRS,Viatris,Health Care,38,38,0.00000000,16.879999,16.879999,4H当日前50,4H EMA 多头排列已连续维持；4H MACD 位于 Signal 上方；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,S&P 500,AWK,American Water Works,Utilities,39,39,0.00000000,140.716003,140.716003,4H当日前50,4H EMA 多头排列已连续维持；4H MACD 位于 Signal 上方；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,S&P 500,PFG,Principal Financial Group,Financials,40,40,0.00000000,116.680000,116.680000,4H当日前50,4H EMA 多头排列已连续维持；4H MACD 位于 Signal 上方；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,S&P 500,USB,U.S. Bancorp,Financials,41,41,0.00000000,63.360001,63.360001,4H当日前50,4H EMA9/26 最近金叉且价格在 EMA50 上方；4H MACD 位于 Signal 上方；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,S&P 500,SPGI,S&P Global,Financials,42,42,0.00000000,443.464996,443.464996,4H当日前50,4H EMA 多头排列已连续维持；4H MACD 零轴上方刚金叉；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,S&P 500,CNC,Centene Corporation,Health Care,43,43,0.00000000,67.040001,67.040001,4H当日前50,4H EMA 多头排列已连续维持；4H MACD 位于 Signal 上方；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,S&P 500,NVDA,Nvidia,Information Technology,44,44,0.00000000,230.360001,230.360001,4H当日前50,4H EMA 多头排列已连续维持；4H MACD 位于 Signal 上方；4H MACD 柱体连续扩张；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,S&P 500,VRT,Vertiv,Industrials,45,45,0.00000000,280.519989,280.519989,4H当日前50,4H EMA9/26 最近金叉且价格在 EMA50 上方；4H MACD 位于 Signal 上方；4H MACD 柱体连续扩张；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,S&P 500,KDP,Keurig Dr Pepper,Consumer Staples,46,46,0.00000000,32.590000,32.590000,4H当日前50,4H EMA 多头排列已连续维持；4H MACD 位于 Signal 上方；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,S&P 500,IBM,IBM,Information Technology,47,47,0.00000000,234.839996,234.839996,4H当日前50,4H EMA9/26 最近金叉且价格在 EMA50 上方；4H MACD 零轴上方刚金叉；4H MACD 柱体连续扩张；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,S&P 500,COR,Cencora,Health Care,48,48,0.00000000,330.850006,330.850006,4H当日前50,4H MACD 位于 Signal 上方；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,S&P 500,DG,Dollar General,Consumer Staples,49,49,0.00000000,133.130005,133.130005,4H当日前50,4H EMA 多头排列已连续维持；4H MACD 位于 Signal 上方；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,S&P 500,AAPL,Apple Inc.,Information Technology,50,50,0.00000000,319.970001,319.970001,4H当日前50,4H MACD 位于 Signal 上方；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,Nasdaq 200,QCOM,Qualcomm,Information Technology,1,1,0.00000000,168.740005,168.740005,4H当日前50,4H EMA9 已站上 EMA26，等待 26/50 确认；4H MACD 位于 Signal 上方；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,Nasdaq 200,ZBRA,Zebra Technologies,Information Technology,2,2,0.00000000,362.739990,362.739990,4H当日前50,4H EMA9/26 最近金叉且价格在 EMA50 上方；4H MACD 刚金叉但仍需零轴确认；4H MACD 柱体连续扩张；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,Nasdaq 200,TSCO,Tractor Supply,Consumer Discretionary,3,3,0.00000000,34.990002,34.990002,4H当日前50,4H EMA9/26 最近金叉且价格在 EMA50 上方；4H MACD 柱体连续扩张；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,Nasdaq 200,META,Meta Platforms,Communication Services,4,4,0.00000000,616.770020,616.770020,4H当日前50,4H MACD 位于 Signal 上方
2026-09-04,2026-09-04,Early,Nasdaq 200,DLTR,Dollar Tree,Consumer Staples,5,5,0.00000000,131.419998,131.419998,4H当日前50,4H EMA 多头排列已连续维持；4H MACD 位于 Signal 上方；4H MACD 柱体连续扩张；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,Nasdaq 200,VRSN,Verisign,Information Technology,6,6,0.00000000,292.079987,292.079987,4H当日前50,4H EMA 多头排列已连续维持；4H MACD 柱体连续扩张；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,Nasdaq 200,MDGL,"Madrigal Pharmaceuticals, Inc. - Common Stock",,7,7,0.00000000,541.080017,541.080017,4H当日前50,4H EMA 多头排列已连续维持；4H MACD 位于 Signal 上方；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,Nasdaq 200,ALNY,"Alnylam Pharmaceuticals, Inc. - Common Stock",,8,8,0.00000000,266.109985,266.109985,4H当日前50,4H EMA 多头排列已连续维持；4H MACD 位于 Signal 上方
2026-09-04,2026-09-04,Early,Nasdaq 200,LOGI,Logitech International S.A. - Registered Shares,,9,9,0.00000000,102.050003,102.050003,4H当日前50,4H EMA9/26 最近金叉且价格在 EMA50 上方；4H MACD 位于 Signal 上方；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,Nasdaq 200,NVDA,Nvidia,Information Technology,10,10,0.00000000,230.360001,230.360001,4H当日前50,4H EMA 多头排列已连续维持；4H MACD 位于 Signal 上方；4H MACD 柱体连续扩张；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,Nasdaq 200,KDP,Keurig Dr Pepper,Consumer Staples,11,11,0.00000000,32.590000,32.590000,4H当日前50,4H EMA 多头排列已连续维持；4H MACD 位于 Signal 上方；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,Nasdaq 200,AAPL,Apple Inc.,Information Technology,12,12,0.00000000,319.970001,319.970001,4H当日前50,4H MACD 位于 Signal 上方；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,Nasdaq 200,ULTA,Ulta Beauty,Consumer Discretionary,13,13,0.00000000,564.119995,564.119995,4H当日前50,4H EMA 多头排列已连续维持；4H MACD 位于 Signal 上方；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,Nasdaq 200,BKR,Baker Hughes,Energy,14,14,0.00000000,63.500000,63.500000,4H当日前50,4H MACD 位于 Signal 上方；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,Nasdaq 200,CDW,CDW Corporation,Information Technology,15,15,0.00000000,152.380005,152.380005,4H当日前50,4H EMA 多头排列已连续维持；4H MACD 位于 Signal 上方；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,Nasdaq 200,CHKP,Check Point Software Technologies Ltd. - Ordinary Shares,,16,16,0.00000000,137.050003,137.050003,4H当日前50,4H EMA 多头排列已连续维持；4H MACD 位于 Signal 上方；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,Nasdaq 200,ASND,Ascendis Pharma A/S - Ordinary Share,,17,17,0.00000000,270.559998,270.559998,4H当日前50,4H EMA 多头排列已连续维持；4H MACD 位于 Signal 上方；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,Nasdaq 200,FISV,Fiserv,Financials,18,18,0.00000000,53.000000,53.000000,4H当日前50,4H EMA9/26 最近金叉且价格在 EMA50 上方；4H MACD 刚金叉但仍需零轴确认；4H MACD 柱体连续扩张；4H RSI 位于健康强势区间
2026-09-04,2026-09-04,Early,Nasdaq 200,TMUS,T-Mobile US,Communication Services,19,19,0.00000000,181.520004,181.520004,4H当日前50,4H MACD 位于 Signal 上方
2026-09-04,2026-09-04,Early,Nasdaq 200,MU,Micron Technology,Information Technology,20,20,0.00000000,1016.590027,1016.590027,4H当日前50,4H EMA 多头排列已连续维持；4H MACD 位于 Signal 上方；4H MACD 柱体连续扩张；4H RSI 位于健康强势区间
